,months_as_customer,age,policy_number,policy_bind_date,policy_state,policy_csl,policy_deductable,policy_annual_premium,umbrella_limit,insured_zip,insured_sex,insured_education_level,insured_occupation,insured_hobbies,insured_relationship,capital-gains,capital-loss,incident_date,incident_type,collision_type,incident_severity,authorities_contacted,incident_state,incident_city,incident_location,incident_hour_of_the_day,number_of_vehicles_involved,property_damage,bodily_injuries,witnesses,police_report_available,total_claim_amount,injury_claim,property_claim,vehicle_claim,auto_make,auto_model,auto_year,fraud_reported,ages_category,customer_category,Contract Years,total_premiums_paid,net_value_of_customer
232,235,42,511621,1990-09-22,IN,250/500,500,1072,0,444913,FEMALE,Masters,machine-op-inspct,exercise,husband,39900,-60200,2015-02-18,Multi-vehicle Collision,Side Collision,Total Loss,Other,WV,Springfield,3654 Cherokee Ave,7,4,?,2,1,YES,69100,6910,6910,55280,Toyota,Highlander,2006,N,Middle Aged,Long-Term Client,19.583333333333332,20993.333333333332,-48106.66666666667
233,172,35,476923,2004-09-19,IL,100/300,2000,1219,0,456602,MALE,MD,handlers-cleaners,paintball,own-child,63600,-68700,2015-01-11,Multi-vehicle Collision,Rear Collision,Major Damage,Police,OH,Hillsdale,7380 5th Hwy,19,3,?,2,0,NO,79750,14500,14500,50750,Nissan,Pathfinder,1999,N,Middle Aged,Long-Term Client,14.333333333333334,17472.333333333332,-62277.66666666667
234,27,28,735822,1995-08-28,IN,100/300,2000,1371,0,451560,MALE,JD,farming-fishing,polo,other-relative,0,-32500,2015-02-04,Multi-vehicle Collision,Front Collision,Major Damage,Other,PA,Riverwood,2539 Embaracadero Ridge,10,3,?,0,2,YES,53600,5360,10720,37520,Audi,A5,2015,Y,Young Adult,Established Client,2.25,3084.75,-50515.25
235,428,54,492745,2004-02-04,IN,100/300,2000,1506,0,453407,MALE,Masters,transport-moving,kayaking,unmarried,0,-24400,2015-01-22,Multi-vehicle Collision,Side Collision,Minor Damage,Fire,NY,Riverwood,4693 Lincoln Hwy,16,3,NO,1,0,?,76560,12760,6380,57420,Nissan,Ultima,2009,N,Middle Aged,Long-Term Client,35.666666666666664,53714.0,-22846.0
236,99,32,130930,2014-07-23,IN,100/300,1000,1058,3000000,618655,MALE,JD,craft-repair,golf,unmarried,0,0,2015-01-10,Single Vehicle Collision,Front Collision,Total Loss,Fire,NY,Arlington,2376 Sky Ridge,17,1,YES,1,1,NO,41130,4570,4570,31990,Dodge,RAM,1999,N,Middle Aged,Established Client,8.25,8728.5,-32401.5
237,107,26,261119,1997-03-21,IL,500/1000,2000,932,0,612550,MALE,MD,sales,cross-fit,own-child,40600,0,2015-01-10,Multi-vehicle Collision,Rear Collision,Total Loss,Fire,SC,Columbus,1273 Rock Lane,2,3,NO,2,3,NO,78650,14300,7150,57200,Audi,A3,1996,Y,Young Adult,Established Client,8.916666666666666,8310.333333333334,-70339.66666666667
238,272,41,280709,1991-05-06,OH,500/1000,2000,1608,0,466718,FEMALE,Associate,farming-fishing,reading,own-child,33300,-10600,2015-02-16,Single Vehicle Collision,Side Collision,Major Damage,Other,NY,Springfield,8281 Lincoln Lane,19,1,?,1,1,?,71060,6460,12920,51680,Saab,92x,2010,N,Middle Aged,Long-Term Client,22.666666666666668,36448.0,-34612.0
239,151,37,898573,1992-08-07,IN,500/1000,1000,1728,0,617947,FEMALE,Masters,farming-fishing,dancing,own-child,54000,0,2015-02-08,Single Vehicle Collision,Front Collision,Minor Damage,Fire,WV,Northbrook,6429 4th Hwy,0,1,YES,1,1,?,38830,3530,3530,31770,Suburu,Legacy,1999,N,Middle Aged,Long-Term Client,12.583333333333334,21744.0,-17086.0
240,249,43,547802,2013-09-03,IL,250/500,1000,1518,0,606238,FEMALE,MD,armed-forces,cross-fit,own-child,0,0,2015-01-26,Single Vehicle Collision,Front Collision,Major Damage,Fire,SC,Riverwood,2201 4th Lane,16,1,?,0,0,YES,53500,5350,5350,42800,Saab,92x,2015,N,Middle Aged,Long-Term Client,20.75,31498.5,-22001.5
241,177,38,600845,2012-01-05,IL,100/300,2000,1540,0,463842,FEMALE,College,adm-clerical,skydiving,other-relative,0,-74500,2015-02-01,Single Vehicle Collision,Front Collision,Major Damage,Other,VA,Columbus,5506 Best St,20,1,YES,2,0,NO,73700,7370,7370,58960,Chevrolet,Silverado,2001,Y,Middle Aged,Long-Term Client,14.75,22715.0,-50985.0
242,190,40,390381,2007-01-27,OH,500/1000,2000,965,0,610354,FEMALE,JD,exec-managerial,camping,other-relative,36900,-53700,2015-02-02,Parked Car,?,Trivial Damage,None,SC,Hillsdale,8404 Embaracadero St,10,1,?,2,1,YES,6300,630,630,5040,Nissan,Ultima,2001,N,Middle Aged,Long-Term Client,15.833333333333334,15279.166666666668,8979.166666666668
243,174,36,629918,2005-10-14,IL,100/300,2000,1278,0,461328,FEMALE,College,tech-support,paintball,own-child,53200,-53800,2015-02-06,Multi-vehicle Collision,Rear Collision,Total Loss,Ambulance,NY,Riverwood,2117 Lincoln Hwy,21,3,?,2,2,NO,65400,10900,10900,43600,Dodge,RAM,2012,N,Middle Aged,Long-Term Client,14.5,18531.0,-46869.0
244,95,28,208298,1990-11-03,OH,250/500,1000,773,0,458727,MALE,Associate,armed-forces,board-games,other-relative,0,-70300,2015-01-01,Vehicle Theft,?,Trivial Damage,None,PA,Springfield,6359 MLK Ridge,3,1,YES,1,2,NO,3200,640,320,2240,Mercedes,E400,2014,N,Young Adult,Established Client,7.916666666666667,6119.583333333334,2919.583333333334
245,371,51,513099,2005-10-15,IN,500/1000,1000,1532,0,452587,FEMALE,Associate,tech-support,golf,other-relative,60300,-24700,2015-01-19,Single Vehicle Collision,Rear Collision,Major Damage,Fire,NY,Arlington,9751 Sky Ridge,7,1,YES,0,3,YES,75400,7540,15080,52780,Dodge,RAM,2012,Y,Middle Aged,Long-Term Client,30.916666666666668,47364.333333333336,-28035.666666666664
246,2,28,184938,1999-05-22,IL,250/500,1000,1340,0,433184,FEMALE,JD,machine-op-inspct,golf,not-in-family,0,0,2015-01-17,Single Vehicle Collision,Side Collision,Minor Damage,Fire,NY,Northbend,9020 Elm Ave,19,1,YES,0,2,YES,58140,6460,6460,45220,Saab,92x,2008,N,Young Adult,New Client,0.16666666666666666,223.33333333333334,-57916.666666666664
247,269,44,187775,2002-12-21,OH,100/300,500,1297,4000000,451280,FEMALE,JD,other-service,chess,own-child,0,-41400,2015-02-01,Multi-vehicle Collision,Rear Collision,Total Loss,Ambulance,SC,Columbus,1830 Sky St,15,3,?,0,1,?,98670,15180,15180,68310,Chevrolet,Tahoe,2010,Y,Middle Aged,Long-Term Client,22.416666666666668,29074.416666666664,-69595.58333333334
248,101,27,326322,2007-02-10,IL,250/500,1000,433,0,603269,MALE,Masters,machine-op-inspct,golf,other-relative,25900,0,2015-01-02,Parked Car,?,Minor Damage,None,SC,Hillsdale,6067 Weaver Ridge,7,1,?,0,3,NO,5900,1180,590,4130,Mercedes,E400,2009,N,Young Adult,Established Client,8.416666666666666,3644.416666666667,-2255.583333333333
249,94,30,146138,2002-03-01,IN,250/500,2000,1025,0,442632,FEMALE,High School,armed-forces,paintball,other-relative,0,-52600,2015-02-20,Single Vehicle Collision,Rear Collision,Major Damage,Fire,NC,Arlington,1840 Embaracadero Ave,19,1,?,1,3,YES,64100,6410,6410,51280,Chevrolet,Malibu,2001,N,Young Adult,Established Client,7.833333333333333,8029.166666666667,-56070.833333333336
250,117,28,336047,2003-04-21,OH,250/500,500,1264,0,447300,FEMALE,Associate,transport-moving,yachting,unmarried,47500,-32500,2015-02-05,Multi-vehicle Collision,Rear Collision,Total Loss,Fire,SC,Springfield,4058 Tree Drive,13,2,YES,0,1,?,55440,5040,10080,40320,Suburu,Forrestor,2009,Y,Young Adult,Established Client,9.75,12324.0,-43116.0
251,111,27,532330,2002-09-22,OH,250/500,500,1459,5000000,441783,MALE,MD,sales,yachting,other-relative,0,0,2015-02-27,Multi-vehicle Collision,Side Collision,Major Damage,Police,SC,Northbend,4983 MLK Ridge,2,3,NO,1,2,NO,80850,7350,14700,58800,Ford,F150,2011,Y,Young Adult,Established Client,9.25,13495.75,-67354.25
252,242,40,118137,1998-02-10,OH,100/300,500,1238,0,468702,FEMALE,High School,transport-moving,bungie-jumping,husband,0,-44600,2015-01-27,Vehicle Theft,?,Trivial Damage,Police,WV,Springfield,9744 Texas Drive,5,1,YES,1,1,NO,7480,680,680,6120,Saab,95,1998,N,Middle Aged,Long-Term Client,20.166666666666668,24966.333333333336,17486.333333333336
253,440,61,212674,1992-09-01,OH,250/500,500,1050,0,467942,MALE,PhD,transport-moving,movies,wife,41500,-70200,2015-01-26,Single Vehicle Collision,Side Collision,Major Damage,Fire,OH,Riverwood,8821 Elm St,21,1,?,2,3,NO,53640,5960,5960,41720,Nissan,Maxima,2004,Y,Elderly,Long-Term Client,36.666666666666664,38500.0,-15140.0
254,20,23,935596,1999-05-01,OH,500/1000,1000,1711,0,463678,FEMALE,JD,tech-support,base-jumping,wife,0,0,2015-01-13,Multi-vehicle Collision,Rear Collision,Major Damage,Fire,SC,Northbrook,2886 Tree Ridge,21,3,NO,2,2,NO,63250,5750,11500,46000,Chevrolet,Tahoe,2002,Y,Young Adult,New Client,1.6666666666666667,2851.666666666667,-60398.333333333336
255,461,57,737593,1997-12-19,IL,100/300,500,865,7000000,615220,FEMALE,High School,farming-fishing,golf,own-child,0,0,2015-01-14,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,NY,Hillsdale,5236 Weaver Drive,7,3,NO,0,1,?,59040,9840,9840,39360,Dodge,RAM,1995,N,Elderly,Long-Term Client,38.416666666666664,33230.416666666664,-25809.583333333336
256,208,36,812025,2000-06-18,IL,250/500,500,1153,0,432711,MALE,Associate,craft-repair,base-jumping,other-relative,0,0,2015-02-22,Multi-vehicle Collision,Side Collision,Total Loss,Other,SC,Arlington,5862 Apache Ridge,16,3,YES,1,0,YES,50500,10100,5050,35350,Accura,TL,2004,N,Middle Aged,Long-Term Client,17.333333333333332,19985.333333333332,-30514.666666666668
257,279,43,168151,1995-04-24,OH,500/1000,2000,1281,0,463583,MALE,Associate,machine-op-inspct,cross-fit,other-relative,0,0,2015-01-17,Single Vehicle Collision,Side Collision,Major Damage,Police,SC,Columbus,7859 4th Ridge,13,1,YES,0,1,NO,57690,6410,12820,38460,Mercedes,C300,2010,Y,Middle Aged,Long-Term Client,23.25,29783.25,-27906.75
258,244,40,594739,2006-06-16,IL,100/300,500,1342,0,439502,FEMALE,MD,sales,base-jumping,husband,0,0,2015-02-02,Vehicle Theft,?,Trivial Damage,Police,NY,Springfield,6259 Weaver St,2,1,YES,1,3,YES,5940,660,660,4620,Toyota,Camry,2014,N,Middle Aged,Long-Term Client,20.333333333333332,27287.333333333332,21347.333333333332
259,134,30,843227,2007-09-28,OH,250/500,2000,1443,0,613287,FEMALE,PhD,exec-managerial,dancing,unmarried,0,0,2015-01-07,Multi-vehicle Collision,Rear Collision,Major Damage,Fire,SC,Northbend,9980 Lincoln Ave,19,3,?,0,2,YES,47790,5310,5310,37170,Suburu,Impreza,1995,Y,Young Adult,Established Client,11.166666666666666,16113.5,-31676.5
260,122,29,283925,1991-11-21,OH,250/500,1000,1629,0,620104,FEMALE,Masters,priv-house-serv,skydiving,other-relative,0,-47100,2015-02-02,Parked Car,?,Trivial Damage,None,SC,Riverwood,7828 Cherokee Ave,17,1,?,0,1,NO,3850,350,350,3150,Dodge,Neon,2014,N,Young Adult,Established Client,10.166666666666666,16561.5,12711.5
261,156,31,475588,1996-09-21,IL,100/300,2000,1134,0,446895,MALE,PhD,other-service,reading,husband,0,0,2015-02-07,Single Vehicle Collision,Front Collision,Major Damage,Police,NC,Arlington,5812 Oak St,3,1,?,2,0,?,59000,5900,5900,47200,Ford,Fusion,2013,Y,Middle Aged,Long-Term Client,13.0,14742.0,-44258.0
262,232,43,751905,2001-05-16,OH,250/500,500,1483,8000000,431531,MALE,College,machine-op-inspct,golf,husband,0,-33600,2015-01-18,Multi-vehicle Collision,Rear Collision,Major Damage,Ambulance,NY,Arlington,2318 Washington Hwy,17,3,NO,0,1,?,70600,7060,14120,49420,Volkswagen,Passat,2013,Y,Middle Aged,Long-Term Client,19.333333333333332,28671.333333333332,-41928.66666666667
263,244,40,226725,1999-08-11,IN,500/1000,2000,1304,7000000,605408,MALE,Masters,armed-forces,base-jumping,other-relative,0,-45000,2015-01-10,Multi-vehicle Collision,Side Collision,Minor Damage,Police,SC,Hillsdale,8809 Flute St,5,3,?,1,1,?,61490,5590,11180,44720,Dodge,RAM,2001,N,Middle Aged,Long-Term Client,20.333333333333332,26514.666666666668,-34975.33333333333
264,84,30,942504,2003-06-16,IL,500/1000,2000,1035,0,457551,FEMALE,MD,protective-serv,kayaking,wife,44400,-51500,2015-01-30,Single Vehicle Collision,Side Collision,Minor Damage,Police,SC,Northbend,3184 Oak Ave,9,1,NO,1,0,YES,57640,5240,10480,41920,Volkswagen,Passat,2010,N,Young Adult,Established Client,7.0,7245.0,-50395.0
265,394,57,395572,1999-03-30,IL,250/500,500,1401,0,619892,FEMALE,High School,craft-repair,movies,own-child,51500,0,2015-01-25,Vehicle Theft,?,Trivial Damage,Police,NC,Hillsdale,6493 Lincoln Lane,9,1,NO,1,0,NO,6890,1060,1060,4770,Audi,A5,1999,N,Elderly,Long-Term Client,32.833333333333336,45999.5,39109.5
266,246,45,889883,1999-02-03,IL,250/500,1000,1665,0,445853,MALE,JD,machine-op-inspct,hiking,wife,34400,-33100,2015-01-29,Multi-vehicle Collision,Side Collision,Major Damage,Fire,PA,Columbus,7162 Maple Ave,9,3,?,2,2,?,53280,11840,5920,35520,Toyota,Camry,2006,Y,Middle Aged,Long-Term Client,20.5,34132.5,-19147.5
267,35,29,818167,2011-08-25,IN,500/1000,2000,653,0,475483,FEMALE,JD,handlers-cleaners,video-games,unmarried,52100,-46900,2015-02-24,Multi-vehicle Collision,Rear Collision,Minor Damage,Fire,SC,Springfield,5455 Tree Ridge,22,3,NO,0,0,?,78300,15660,7830,54810,BMW,X5,2009,N,Young Adult,Established Client,2.9166666666666665,1904.5833333333333,-76395.41666666667
268,156,37,277767,2010-06-28,OH,100/300,500,1080,0,606290,MALE,Associate,protective-serv,reading,other-relative,0,-61000,2015-01-04,Multi-vehicle Collision,Rear Collision,Major Damage,Ambulance,PA,Springfield,5778 Pine Ridge,15,3,YES,0,3,NO,41490,4610,4610,32270,Nissan,Pathfinder,2001,N,Middle Aged,Long-Term Client,13.0,14040.0,-27450.0
269,195,36,842618,2001-11-06,IN,100/300,2000,1346,0,611852,FEMALE,Associate,machine-op-inspct,camping,wife,57800,-53300,2015-02-25,Multi-vehicle Collision,Front Collision,Total Loss,Fire,SC,Hillsdale,3797 Solo Lane,14,3,YES,2,3,YES,68970,12540,6270,50160,Chevrolet,Tahoe,2007,N,Middle Aged,Long-Term Client,16.25,21872.5,-47097.5
270,369,55,577810,2013-04-15,OH,250/500,2000,1589,0,444734,MALE,College,handlers-cleaners,camping,husband,55400,0,2015-01-27,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,VA,Arlington,9373 Pine Hwy,6,3,?,2,0,YES,85300,17060,8530,59710,Toyota,Highlander,2003,N,Middle Aged,Long-Term Client,30.75,48861.75,-36438.25
271,271,40,873114,1995-12-07,IL,100/300,1000,1251,0,433683,FEMALE,Associate,other-service,camping,wife,71200,0,2015-02-19,Parked Car,?,Minor Damage,None,NY,Hillsdale,1365 Francis Ave,6,1,NO,0,0,NO,3080,560,280,2240,Audi,A3,2012,N,Middle Aged,Long-Term Client,22.583333333333332,28251.75,25171.75
272,332,47,994538,1991-11-01,IL,100/300,2000,1083,0,448882,MALE,MD,craft-repair,paintball,other-relative,91900,0,2015-01-31,Multi-vehicle Collision,Front Collision,Major Damage,Police,WV,Arlington,9239 Washington Ridge,22,4,YES,2,0,?,71760,11040,11040,49680,Jeep,Grand Cherokee,2010,Y,Middle Aged,Long-Term Client,27.666666666666668,29963.0,-41797.0
273,107,26,727792,2014-05-19,OH,100/300,500,974,0,466838,FEMALE,JD,armed-forces,skydiving,wife,62800,0,2015-01-18,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,NY,Arlington,3416 Washington Drive,14,3,?,1,0,NO,59700,11940,11940,35820,Nissan,Ultima,2002,N,Young Adult,Established Client,8.916666666666666,8684.833333333334,-51015.166666666664
274,217,39,522506,1992-03-15,IL,500/1000,2000,1399,0,605490,FEMALE,Masters,other-service,skydiving,other-relative,49900,-19800,2015-01-10,Multi-vehicle Collision,Front Collision,Minor Damage,Fire,NY,Columbus,1923 2nd Hwy,16,3,NO,0,2,?,64920,10820,10820,43280,Ford,Fusion,1997,N,Middle Aged,Long-Term Client,18.083333333333332,25298.583333333332,-39621.41666666667
275,243,43,367595,2006-02-03,IN,500/1000,500,1307,0,466137,FEMALE,Associate,machine-op-inspct,board-games,own-child,0,-75700,2015-01-28,Multi-vehicle Collision,Front Collision,Major Damage,Ambulance,SC,Riverwood,6451 1st Hwy,10,3,?,0,1,NO,37530,4170,4170,29190,Jeep,Wrangler,2008,N,Middle Aged,Long-Term Client,20.25,26466.75,-11063.25
276,296,42,586104,2003-03-16,IN,250/500,2000,1219,0,466970,MALE,Associate,tech-support,paintball,husband,53100,-63400,2015-02-16,Multi-vehicle Collision,Side Collision,Total Loss,Ambulance,WV,Columbus,1267 Francis Hwy,9,3,YES,1,2,NO,64080,7120,7120,49840,Saab,93,2012,N,Middle Aged,Long-Term Client,24.666666666666668,30068.666666666664,-34011.333333333336
277,264,41,424862,2002-10-16,OH,100/300,500,1411,0,474801,MALE,PhD,prof-specialty,cross-fit,unmarried,55600,0,2015-02-08,Single Vehicle Collision,Rear Collision,Minor Damage,Other,PA,Northbrook,4158 Washington Lane,4,1,NO,1,0,?,60390,10980,5490,43920,BMW,M5,2004,Y,Middle Aged,Long-Term Client,22.0,31042.0,-29348.0
278,108,33,512813,1990-01-27,IL,100/300,2000,694,0,450703,FEMALE,JD,armed-forces,exercise,not-in-family,0,0,2015-01-20,Multi-vehicle Collision,Side Collision,Major Damage,Police,WV,Northbend,3796 Cherokee Drive,6,3,?,0,1,YES,64350,5850,11700,46800,Nissan,Pathfinder,2011,Y,Middle Aged,Established Client,9.0,6246.0,-58104.0
279,32,38,356768,2010-03-11,IL,100/300,500,1006,6000000,478172,FEMALE,College,other-service,sleeping,own-child,0,0,2015-02-06,Multi-vehicle Collision,Side Collision,Minor Damage,Police,SC,Northbend,7434 Oak Hwy,15,3,YES,2,1,YES,70900,14180,7090,49630,BMW,X6,1997,N,Middle Aged,Established Client,2.6666666666666665,2682.6666666666665,-68217.33333333333
280,259,39,330506,1995-09-19,OH,250/500,1000,1422,0,604668,FEMALE,JD,craft-repair,movies,unmarried,0,-83900,2015-01-24,Multi-vehicle Collision,Side Collision,Minor Damage,Fire,PA,Columbus,5178 Weaver Hwy,12,3,NO,1,3,?,46560,7760,7760,31040,Nissan,Ultima,2012,N,Middle Aged,Long-Term Client,21.583333333333332,30691.5,-15868.5
281,186,33,779075,2010-02-27,IN,100/300,1000,1348,0,469429,FEMALE,Associate,craft-repair,cross-fit,wife,37600,-37600,2015-01-14,Vehicle Theft,?,Trivial Damage,Police,NY,Arlington,8477 Francis Hwy,3,1,NO,2,1,?,4730,860,860,3010,Chevrolet,Malibu,2013,Y,Middle Aged,Long-Term Client,15.5,20894.0,16164.0
282,201,40,799501,1991-12-28,OH,250/500,2000,1315,0,471806,FEMALE,PhD,transport-moving,video-games,not-in-family,0,0,2015-02-18,Vehicle Theft,?,Minor Damage,Police,SC,Northbrook,7693 Britain Lane,14,1,YES,0,0,YES,6820,1240,1240,4340,Jeep,Grand Cherokee,2003,N,Middle Aged,Long-Term Client,16.75,22026.25,15206.25
283,436,58,987905,2002-04-30,OH,250/500,2000,1407,5000000,475705,MALE,PhD,tech-support,sleeping,other-relative,47400,-27600,2015-01-10,Single Vehicle Collision,Rear Collision,Major Damage,Police,WV,Riverwood,3658 Rock Drive,10,1,?,0,2,?,59900,11980,5990,41930,BMW,X5,1997,Y,Elderly,Long-Term Client,36.333333333333336,51121.0,-8779.0
284,189,36,967756,2007-04-28,OH,250/500,2000,1388,0,459122,FEMALE,MD,priv-house-serv,basketball,own-child,0,-49400,2015-02-13,Multi-vehicle Collision,Side Collision,Major Damage,Police,WV,Riverwood,2617 Andromedia Drive,17,3,?,1,3,YES,79560,13260,13260,53040,Ford,Escape,2009,N,Middle Aged,Long-Term Client,15.75,21861.0,-57699.0
285,105,33,830414,1996-07-08,IL,500/1000,500,1310,0,476737,FEMALE,High School,adm-clerical,kayaking,not-in-family,0,-40900,2015-02-17,Single Vehicle Collision,Front Collision,Total Loss,Other,VA,Northbrook,9279 Oak Hwy,8,1,YES,0,1,?,70290,12780,6390,51120,Accura,MDX,2008,N,Middle Aged,Established Client,8.75,11462.5,-58827.5
286,163,31,127313,2002-04-01,IN,100/300,1000,1004,6000000,460359,MALE,JD,priv-house-serv,hiking,not-in-family,26900,0,2015-01-07,Multi-vehicle Collision,Rear Collision,Total Loss,Ambulance,SC,Hillsdale,3439 Andromedia Hwy,14,3,YES,2,0,NO,63910,5810,11620,46480,Suburu,Forrestor,1999,N,Middle Aged,Long-Term Client,13.583333333333334,13637.666666666668,-50272.33333333333
287,219,40,786957,2006-10-29,OH,100/300,500,1134,0,452735,FEMALE,Associate,transport-moving,golf,not-in-family,68700,0,2015-01-29,Vehicle Theft,?,Trivial Damage,None,SC,Riverwood,5901 Elm Drive,6,1,?,1,0,NO,6400,640,640,5120,Toyota,Camry,1997,N,Middle Aged,Long-Term Client,18.25,20695.5,14295.5
288,88,25,332892,2007-10-25,IN,250/500,1000,1194,0,613583,FEMALE,JD,handlers-cleaners,movies,husband,0,0,2015-02-13,Single Vehicle Collision,Rear Collision,Major Damage,Ambulance,SC,Northbrook,3982 Washington Hwy,6,1,YES,1,2,YES,66780,7420,7420,51940,Ford,Escape,2013,Y,Young Adult,Established Client,7.333333333333333,8756.0,-58024.0
289,40,39,448642,2001-03-28,IN,500/1000,1000,1248,4000000,605692,FEMALE,College,sales,hiking,own-child,0,-33300,2015-02-01,Parked Car,?,Minor Damage,Police,VA,Northbrook,3376 5th Drive,8,1,NO,0,2,?,8760,1460,1460,5840,BMW,3 Series,2013,N,Middle Aged,Established Client,3.3333333333333335,4160.0,-4600.0
290,284,42,526039,1995-05-04,OH,100/300,500,1338,-1000000,438178,MALE,Associate,machine-op-inspct,kayaking,wife,0,0,2015-01-29,Single Vehicle Collision,Side Collision,Major Damage,Ambulance,NC,Arlington,3936 Tree Drive,13,1,YES,0,1,?,94160,8560,17120,68480,Chevrolet,Malibu,1996,N,Middle Aged,Long-Term Client,23.666666666666668,31666.0,-62494.0
291,59,40,444422,2011-09-28,IL,250/500,2000,782,0,449221,MALE,College,protective-serv,golf,other-relative,64200,-32300,2015-02-06,Multi-vehicle Collision,Front Collision,Total Loss,Ambulance,OH,Springfield,6605 Tree Ave,0,3,?,0,2,NO,51570,5730,11460,34380,BMW,X5,2010,N,Middle Aged,Established Client,4.916666666666667,3844.8333333333335,-47725.166666666664
292,39,31,689500,2003-01-28,IL,250/500,2000,1366,0,459322,FEMALE,High School,handlers-cleaners,polo,husband,0,-15700,2015-01-28,Multi-vehicle Collision,Rear Collision,Major Damage,Fire,NC,Northbend,3102 Apache St,14,3,?,1,0,NO,52700,10540,10540,31620,BMW,X6,2014,Y,Middle Aged,Established Client,3.25,4439.5,-48260.5
293,147,34,806081,2011-02-01,IL,500/1000,1000,1275,0,472657,MALE,High School,sales,dancing,wife,0,-48300,2015-01-21,Single Vehicle Collision,Side Collision,Minor Damage,Fire,NY,Columbus,7756 Pine Hwy,13,1,YES,2,2,?,101010,15540,15540,69930,Mercedes,ML350,1998,N,Middle Aged,Established Client,12.25,15618.75,-85391.25
